DATE,GASREGCOVW
5/25/2015,2.642
6/1/2015,2.656
6/8/2015,2.668
6/15/2015,2.744
6/22/2015,2.72
6/29/2015,2.713
7/6/2015,2.702
7/13/2015,2.694
7/20/2015,2.661
7/27/2015,2.605
8/3/2015,2.555
8/10/2015,2.505
8/17/2015,2.608
8/24/2015,2.534
8/31/2015,2.406
9/7/2015,2.337
9/14/2015,2.28
9/21/2015,2.237
9/28/2015,2.246
10/5/2015,2.252
10/12/2015,2.283
10/19/2015,2.22
10/26/2015,2.166
11/2/2015,2.17
11/9/2015,2.172
11/16/2015,2.11
11/23/2015,2.015
11/30/2015,1.974
12/7/2015,1.969
12/14/2015,1.953
12/21/2015,1.929
12/28/2015,1.933
1/4/2016,1.922
1/11/2016,1.888
1/18/2016,1.81
1/25/2016,1.752
2/1/2016,1.729
2/8/2016,1.663
2/15/2016,1.638
2/22/2016,1.661
2/29/2016,1.715
3/7/2016,1.782
3/14/2016,1.888
3/21/2016,1.935
3/28/2016,1.976
4/4/2016,1.994
4/11/2016,1.981
4/18/2016,2.053
4/25/2016,2.08
5/2/2016,2.168
5/9/2016,2.143
5/16/2016,2.17
5/23/2016,2.235
5/30/2016,2.281
6/6/2016,2.328
6/13/2016,2.343
6/20/2016,2.29
6/27/2016,2.25
7/4/2016,2.205
7/11/2016,2.171
7/18/2016,2.148
7/25/2016,2.105
8/1/2016,2.091
8/8/2016,2.087
8/15/2016,2.096
8/22/2016,2.136
8/29/2016,2.187
9/5/2016,2.17
9/12/2016,2.138
9/19/2016,2.17
9/26/2016,2.166
10/3/2016,2.184
10/10/2016,2.216
10/17/2016,2.198
10/24/2016,2.175
10/31/2016,2.159
11/7/2016,2.157
11/14/2016,2.105
11/21/2016,2.078
11/28/2016,2.079
12/5/2016,2.137
12/12/2016,2.174
12/19/2016,2.203
12/26/2016,2.254
1/2/2017,2.319
1/9/2017,2.328
1/16/2017,2.298
1/23/2017,2.258
1/30/2017,2.224
2/6/2017,2.221
2/13/2017,2.228
2/20/2017,2.224
2/27/2017,2.233
3/6/2017,2.264
3/13/2017,2.242
3/20/2017,2.238
